종목코드,종목명,업종,RS,RS_1M,RS_2M,RS_3M,MTT,시가총액,테마명
000990,DB하이텍,반도체와반도체장비,89,90,96,94,96,2175530812000,"스마트카(SMART CAR),시스템반도체,반도체 대표주(생산)"
356890,싸이버원,IT서비스,89,95,95,94,0,48916514125,"보안주(정보),보안주(물리),2021 상반기 신규상장"
049520,유아이엘,핸드셋,89,74,83,86,0,138018889120,"휴대폰부품,스마트폰"
068050,팬엔터테인먼트,방송과엔터테인먼트,89,94,93,94,0,85574694840,"영상콘텐츠,엔터테인먼트"
210120,캔버스엔,영화/ 비디오물/ 방송프로그램 제작 및 배급업,89,6,71,25,0,71337380125,
014710,사조씨푸드,식품,89,44,84,72,0,89536423600,수산
080220,제주반도체,반도체와반도체장비,89,11,97,96,0,549707614680,"휴대폰부품,화이자(PFIZER)"
161890,한국콜마,화장품,89,94,87,84,96,1560295589700,화장품
452280,한선엔지니어링,기타 금속 가공제품 제조업,89,87,89,82,0,136820889000,
072130,유엔젤,IT서비스,89,91,88,38,96,76401678660,"클라우드 컴퓨팅,모바일솔루션(스마트폰),출산장려정책,재난/안전(지진 등),SNS(소셜네트워크서비스),AI 챗봇(챗GPT 등),교육/온라인 교육"
450140,코오롱모빌리티그룹,자동차 판매업,89,94,72,96,0,195865020000,
318160,셀바이오휴먼텍,화장품,89,96,94,91,0,42831667125,2023 상반기 신규상장
089970,브이엠,반도체와반도체장비,89,92,97,96,0,260257181950,반도체 장비
092460,한라IMS,조선,89,47,69,80,96,154671507200,"조선기자재,선박평형수 처리장치,LED"
014160,대영포장,포장재,89,11,35,92,0,147416586640,골판지 제조
024720,콜마홀딩스,화장품,89,97,94,91,0,315868545390,"마이크로바이옴,지주사,백신/진단시약/방역(신종플루, AI 등),화장품"
298380,에이비엘바이오,생물공학,89,22,91,86,0,1795536259000,"치매,면역항암제"
200670,휴메딕스,제약,89,91,79,80,96,471657060000,"코로나19(덱사메타손),미용기기,코로나19(스푸트니크V)"
078350,한양디지텍,반도체와반도체장비,89,83,93,93,0,180950814340,우주항공산업
001440,대한전선,전기장비,89,33,31,73,0,2332455723000,"네옴시티,전력설비,원자력발전,전선"
339770,교촌에프앤비,식품,89,86,71,69,96,294793972000,"육계,2020 하반기 신규상장,음식료업종"
023440,제이스코홀딩스,철강,89,88,87,66,0,131008975380,"니켈,철강 중소형"
083930,아바코,디스플레이장비및부품,89,42,92,88,0,240543431740,"2차전지(장비),2차전지,2차전지(전고체),OLED(유기 발광 다이오드),태양광에너지,LCD장비"
039200,오스코텍,생물공학,89,93,85,89,0,1139795644800,"고령화 사회(노인복지),면역항암제,치아 치료(임플란트 등)"
464080,에스오에스랩,측정/ 시험/ 항해/ 제어 및 기타 정밀기기 제조업; 광학기기 제외,89,6,16,89,0,204578773100,
001530,디아이동일,섬유/의류/신발/호화품,89,41,22,53,0,872655395950,"2차전지(소재/부품),2차전지,비철금속"
457190,이수스페셜티케미컬,화학,88,61,94,96,0,1525518140000,"2차전지(전고체),2차전지"
332370,아이디피,컴퓨터와주변기기,88,88,91,86,96,63249304390,2020 하반기 신규상장
138040,메리츠금융지주,증권,88,56,78,79,0,22390541383600,지주사
011150,CJ씨푸드,식품,88,79,76,73,0,115337781330,"구제역/광우병 수혜,수산"
272110,케이엔제이,디스플레이장비및부품,88,85,94,92,0,144858379750,"OLED(유기 발광 다이오드),LED,2019 하반기 신규상장,반도체 재료/부품,LCD장비"
260660,알리코제약,제약,88,98,95,94,0,77401456050,"제약업체,구충제(펜벤다졸, 이버멕틴 등)"
113810,디젠스,자동차부품,88,0,51,16,0,47636954460,자동차부품
033100,제룡전기,전기장비,88,13,2,10,0,584671687600,"전력설비,철도"
001680,대상,식품,88,94,94,85,96,883524637500,"환율하락 수혜,음식료업종"
166090,하나머티리얼즈,반도체와반도체장비,88,89,95,95,0,739685007600,반도체 재료/부품
126730,코칩,전자부품 제조업,88,48,79,92,0,112415741200,
175140,휴먼테크놀로지,전자제품,88,30,75,70,0,124283711320,"5G(5세대 이동통신),지능형로봇/인공지능(AI),통신장비"
950110,SBI핀테크솔루션즈,IT서비스,88,66,50,42,0,118338496800,"핀테크(FinTech),블록체인,전자결제(전자화폐)"
000660,SK하이닉스,반도체와반도체장비,88,57,78,84,0,156884509657500,"IT 대표주,아이폰,태블릿PC,3D 낸드(NAND),시스템반도체,자율주행차,SSD,반도체 대표주(생산)"
255220,SG,건축자재,88,4,4,10,0,244044400000,"아스콘(아스팔트 콘크리트),시멘트/레미콘"
042670,HD현대인프라코어,기계,88,88,93,90,96,1820597943150,"건설기계,우크라이나 재건,LNG(액화천연가스)"
093240,형지엘리트,섬유/의류/신발/호화품,88,35,9,10,0,72314359100,패션/의류
039240,경남스틸,철강,88,54,4,28,0,121678014040,철강 중소형
011080,형지I&C,섬유/의류/신발/호화품,88,40,10,66,0,33244937044,패션/의류
102120,어보브반도체,반도체와반도체장비,88,17,96,96,0,227238023340,"밥솥,시스템반도체,4차산업 수혜주"
222420,쎄노텍,화학,88,98,96,95,0,42868997833,"희귀금속(희토류 등),북한 광물자원개발,2차전지(소재/부품),2차전지"
052400,코나아이,IT서비스,88,33,85,52,0,372820249600,"삼성페이,핀테크(FinTech),RFID(NFC 등),인터넷은행"
003030,세아제강지주,철강,88,94,95,90,96,1064405849000,"지주사,풍력에너지"
082660,코스나인,화장품,88,66,53,46,0,47827617120,"휴대폰부품,화장품"
001380,SG글로벌,자동차부품,88,27,11,63,0,147707209755,자동차부품
356680,엑스게이트,소프트웨어,87,37,65,19,0,237481853440,"보안주(정보),2023 상반기 신규상장"
035150,백산,플라스틱제품 제조업,87,56,84,78,96,320450000000,
241770,메카로,반도체와반도체장비,87,88,92,89,96,106207308800,반도체 재료/부품
065660,안트로젠,제약,87,82,60,79,0,198020719000,"줄기세포,탈모 치료"
099410,동방선기,조선,87,59,45,78,0,46480000000,조선기자재
010620,HD현대미포,조선,87,27,5,7,0,4265821513200,"조선,LNG(액화천연가스)"
004370,농심,식품,87,95,91,83,0,2603370776000,"음식료업종,환율하락 수혜"
300720,한일시멘트,건축자재,87,85,78,79,96,1173290487600,시멘트/레미콘
207940,삼성바이오로직스,제약,87,39,75,77,0,77935530000000,"K-뉴딜지수(바이오),K-뉴딜지수,모더나(MODERNA),바이오시밀러(복제 바이오의약품),제약업체"
111770,영원무역,섬유/의류/신발/호화품,87,95,93,83,96,2335214363600,"패션/의류,겨울"
103840,우양,식품,87,92,80,67,0,55400358780,"음식료업종,2019 하반기 신규상장,마켓컬리(kurly)"
139480,이마트,백화점과일반상점,87,93,92,89,96,2333206050300,"편의점,소매유통"
003610,방림,직물직조 및 직물제품 제조업,87,36,21,7,0,148747984600,
900340,윙입푸드,식품,87,82,68,24,0,85965225024,"지주사,아프리카 돼지열병(ASF),국내 상장 중국기업"
293780,압타바이오,제약,87,16,76,78,0,195427487200,"코로나19(치료제/백신 개발 등),2019 상반기 신규상장,면역항암제,코로나19(진단/치료제/백신 개발 등)"
048910,대원미디어,방송과엔터테인먼트,87,95,90,93,0,137613669240,"캐릭터상품,웹툰,영상콘텐츠,엔젤산업,게임"
204620,글로벌텍스프리,기타금융,87,91,93,90,0,323303318000,"AI 챗봇(챗GPT 등),면세점"
232680,라온테크,반도체와반도체장비,87,10,93,93,0,113810844720,"로봇(산업용/협동로봇 등),스마트팩토리(스마트공장),반도체 장비"
204610,티쓰리,게임엔터테인먼트,87,80,77,78,96,116615278360,"2022 하반기 신규상장,드론(Drone),게임,모바일게임(스마트폰)"
045340,토탈소프트,운송인프라,87,9,11,4,0,60590923200,가상현실(VR)
375500,DL이앤씨,건설,87,86,95,89,0,1627066847150,"건설 대표주,GTX(수도권 광역급행철도),원자력발전"
267270,HD현대건설기계,기계,87,41,76,78,0,1286882695800,"우크라이나 재건,건설기계"
208710,바이오로그디바이스,핸드셋,87,26,11,94,0,40133504376,"휴대폰부품,카메라모듈/부품,양자암호,바이오인식(생체인식)"
200350,아티스트스튜디오,방송과엔터테인먼트,87,61,82,16,0,133946735000,"엔터테인먼트,영상콘텐츠,2021 하반기 신규상장"
064820,케이프,증권,87,41,14,76,0,197771059200,조선기자재
051500,CJ프레시웨이,식품과기본식료품소매,87,92,92,92,0,285511643300,음식료업종
036460,한국가스공사,가스유틸리티,86,87,75,75,0,3466353150000,"자원개발,환율하락 수혜,겨울,도시가스,LNG(액화천연가스),셰일가스(Shale Gas)"
950170,JTC,백화점과일반상점,86,83,91,87,0,269081009600,면세점
214370,케어젠,생물공학,86,47,19,73,0,1434190500000,"화장품,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등)"
026960,동서,식품,86,90,86,17,96,2661990000000,음식료업종
337930,브랜드엑스코퍼레이션,섬유/의류/신발/호화품,86,32,64,40,0,189059478150,"패션/의류,2020 하반기 신규상장"
353810,이지바이오,식품,86,42,68,70,0,159846291000,"사료,아프리카 돼지열병(ASF)"
011760,현대코퍼레이션,무역회사와판매업체,86,75,90,81,0,308234907800,"북한 광물자원개발,종합상사,우크라이나 재건,자원개발"
035510,신세계I&C,IT서비스,86,53,10,92,0,187650356600,"전자결제(전자화폐),전기차(충전소/충전기),SI(시스템통합)"
389140,포바이포,방송과엔터테인먼트,86,69,96,96,0,86123696250,"2022 상반기 신규상장,영화,영상콘텐츠"
025320,시노펙스,핸드셋,86,97,93,89,0,701292812900,"PCB(FPCB 등),태블릿PC,수자원(양적/질적 개선),자동차부품,수소차(연료전지/부품/충전소 등),갤럭시 부품주,스마트폰,코로나19(혈장치료/혈장치료제)"
311390,네오크레마,식품과기본식료품소매,86,91,92,89,96,93764576490,"음식료업종,2019 하반기 신규상장"
451220,아이엠티,특수 목적용 기계 제조업,86,80,87,96,0,93707870900,
259960,크래프톤,게임엔터테인먼트,86,49,40,44,0,15570197175000,"모바일게임(스마트폰),게임,크래프톤 관련주,2021 하반기 신규상장,K-뉴딜지수(게임)"
361390,제노코,우주항공과국방,86,60,88,88,0,133739067870,"2021 상반기 신규상장,우주항공산업,방위산업/전쟁 및 테러"
025820,이구산업,비철금속,86,85,81,79,0,160521600000,비철금속
302430,이노메트리,전기제품,86,97,95,91,0,102363695280,"2차전지(장비),2차전지"
054540,삼영엠텍,조선,86,52,49,83,0,64610000000,"재난/안전(지진 등),북한 광물자원개발,풍력에너지,조선기자재,원자력발전"
002030,아세아,포장재,86,84,78,79,96,562688512000,지주사
117670,알파홀딩스,반도체와반도체장비,86,69,90,85,0,71156435279,"사물인터넷,전기차,시스템반도체"
101680,한국정밀기계,기계,86,35,35,90,0,23615240000,공작기계
131760,파인텍,디스플레이장비및부품,86,20,3,89,0,41694319680,"폴더블폰,플렉서블 디스플레이,터치패널(스마트폰/태블릿PC 등),OLED(유기 발광 다이오드)"
052330,코텍,디스플레이패널,86,88,83,81,96,151554185580,카지노
226400,오스테오닉,건강관리장비와용품,86,15,7,79,0,138432726700,"치아 치료(임플란트 등),의료기기"
218410,RFHIC,통신장비,86,11,85,91,0,426929205040,"5G(5세대 이동통신),통신장비"
121850,코이즈,디스플레이장비및부품,86,26,17,2,0,39767813325,"2차전지,LCD BLU제조,LCD 부품/소재"
389020,자람테크놀로지,반도체와반도체장비,86,22,49,83,0,269601255000,"2023 상반기 신규상장,통신장비,시스템반도체"
014440,영보화학,화학,86,79,89,84,0,87800000000,자동차부품
180640,한진칼,호텔/레스토랑/레저,85,32,58,61,0,5387715915300,"지주사,항공/저가 항공사(LCC)"
094170,동운아나텍,반도체와반도체장비,85,85,88,88,96,425198738400,"가상현실(VR),반도체 재료/부품,바이오인식(생체인식),스마트폰,카메라모듈/부품,폴더블폰"
352820,하이브,방송과엔터테인먼트,85,39,70,80,0,9663286504000,"음원/음반,2020 하반기 신규상장,NFT(대체불가토큰),엔터테인먼트"
078160,메디포스트,생물공학,85,80,15,6,0,311381843500,"U-Healthcare(원격진료),제대혈,치매,줄기세포,건강기능식품,고령화 사회(노인복지)"
004870,티웨이홀딩스,건축자재,85,41,23,53,0,78874955318,항공/저가 항공사(LCC)
000680,LS네트웍스,섬유/의류/신발/호화품,85,9,94,91,0,310089867960,패션/의류
105740,디케이락,기계,85,87,68,83,0,83890232250,"원자력발전,남-북-러 가스관사업,수소차(연료전지/부품/충전소 등),피팅(관이음쇠)/밸브"
041440,현대에버다임,기계,85,12,32,67,0,156047872240,"건설기계,재난/안전(지진 등),우크라이나 재건,북한 광물자원개발"
331520,밸로프,게임엔터테인먼트,85,32,95,91,0,43794239790,"기업인수목적회사(SPAC),모바일게임(스마트폰),2019 하반기 신규상장,게임"
278470,에이피알,기타 화학제품 제조업,85,96,94,84,96,2524977429000,
303360,프로티아,건강관리장비와용품,85,86,85,85,96,42494809500,"백신/진단시약/방역(신종플루, AI 등),2023 상반기 신규상장,의료기기"
003920,남양유업,식품,85,34,82,77,0,462806639000,"음식료업종,엔젤산업,출산장려정책"
067080,대화제약,제약,85,95,91,77,0,266590428000,"제약업체,치매"
025750,한솔홈데코,건축자재,85,15,22,90,0,67513594862,"조림사업,온실가스(탄소배출권),리모델링/인테리어"
191420,테고사이언스,생물공학,85,19,30,85,0,135985146180,줄기세포
064850,에프앤가이드,IT서비스,85,31,13,8,0,77932567560,2020 하반기 신규상장
007720,대명소노시즌,판매업체,85,3,4,37,0,87595591050,"CCTV＆DVR,소모성자재구매대행(MRO)"
271560,오리온,식품,85,93,91,78,96,4819454490800,"음식료업종,환율하락 수혜"
005850,에스엘,자동차부품,85,97,87,84,0,1765043760000,자동차부품
078150,HB테크놀러지,디스플레이장비및부품,85,5,31,87,0,213710186380,"LCD장비,2차전지,반도체 장비,2차전지(장비),OLED(유기 발광 다이오드)"
016610,DB금융투자,증권,85,58,82,68,0,250433695100,증권
340930,유일에너테크,전자장비와기기,85,6,96,95,0,70461167000,"리튬,2차전지,전기차,2021 상반기 신규상장,수소차(연료전지/부품/충전소 등),전력저장장치(ESS),2차전지(장비)"
424960,스마트레이더시스템,측정/ 시험/ 항해/ 제어 및 기타 정밀기기 제조업; 광학기기 제외,85,4,33,86,0,189539040600,
023790,동일스틸럭스,철강,85,13,80,73,0,23507478990,철강 중소형
406820,뷰티스킨,기타 화학제품 제조업,85,92,70,83,0,48062944000,
007340,DN오토모티브,자동차부품,84,83,78,74,0,1255058054250,자동차부품
038390,레드캡투어,도로와철도운송,84,2,86,72,0,167542636440,"렌터카,여행"
058470,리노공업,반도체와반도체장비,84,28,77,85,0,3216140070000,"시스템반도체,반도체 장비"
064760,티씨케이,반도체와반도체장비,84,80,93,88,0,1058922500000,"반도체 장비,반도체 재료/부품,태양광에너지,LED장비"
195500,마니커에프앤지,식품,84,91,87,84,0,54564870000,"2019 하반기 신규상장,육계,음식료업종"
069960,현대백화점,백화점과일반상점,84,87,90,85,0,1314734035300,"소매유통,면세점,백화점"
101530,해태제과식품,식품,84,83,78,64,0,187803501900,"日제품 불매운동(수혜),음식료업종"
000520,삼일제약,제약,84,57,14,51,0,265073930420,"제약업체,황사/미세먼지"
